axial_cluster_id,axial_cluster_label,meta_cluster_id,meta_cluster_label,n_segments,n_reviews,n_papers,mean_review_score,acceptance_rate,top_canonical_codes,representative_segment_hashes,representative_snippet
265,Lack of clarity and detail in methodology / differential-privacy-impact,8,Lack of clarity and detail in methodology / Innovative framework for continual learning,134,123,86,5.235772357723577,0.3488372093023256,"Lack of clarity and detail in methodology (33); differential-privacy-impact (4); Marginal novelty and privacy concerns (3); Enhanced membership inference bounds (2); Formal privacy guarantees in meta learning (2); Novel connection between pruning and privacy (2); Significant contribution to machine learning and differential privacy (2); Innovative DP-preserving algorithm for robust neural networks (1); privacy guarantees, lacks clarity (1); ComparisonMissing (1)",695c4307dfd354905a675a097bfed93a0b398c25bba1df6762f257c27c714396; 6060f35ab7e1963a717c10ba68122094117a3efa3605e98a1def94cfa043312a; 3f6475d2bfa2a4997c0f9c4a953078b485c0950622e1022bed978d1ad1156f33; d258fa771b35a1ba8e619e5915a6343aded3c74231d839eb3a3068168d9e1a62; 1ca63d0c67445e2e284e60ba44d91012bf0adb9ccc5f36ee9dbba2e2f5460e37,
249,Lack of clarity and detail in methodology / Novel OOD detection criterion,14,Lack of clarity and detail in methodology / Limited performance compared to SOTA models,130,112,81,5.116071428571429,0.2592592592592592,"Lack of clarity and detail in methodology (47); Novel OOD detection criterion (21); Misuse of OOD generalization term (3); efficient out-of-distribution detection model (2); multi-model scenario (1); ProposedMethodEffective (1); assumption-flaw, no-error-bars, no-theoretical-proof, no (1); novel-contribution-OOD (1); Singular-value-focus (1); Effective detection of out-of-distribution samples using logits (1)",de22a7ce09473fa0d58adbf72e3bc7c6aa46dcbba2b12e19bdc13a27454f1208; 31c2d0bd967d3f0781e8456fba4753efbe285baeb2cdf9d83c59f32f90467a6b; 17c66aac90c1d1111a1c689aacddb1461d7568a6aab0c3d7ef5e0d800573f665; ee7f3318c0b63ed3e312bdb85b0c262b057abecbe0f5c4c9dc988384b3868fa5; e57ff375af99edc0f4aa7d425a34bee8bbd3b7ca1b1b48b9c1d2f3d15233d68c,
664,Lack of clarity and detail in methodology / Previous review insights,1,Lack of clarity and detail in methodology / domain-adaptation-insight,124,123,120,5.495934959349594,0.3833333333333333,Lack of clarity and detail in methodology (78); Importance of methodology in parameter accounting (1); well-written experiments varied envs (1); nonempty constraints (1); Insufficient statistical analysis and uncertainty measures (1); Limited test environments and dynamics (1); missing_standard_deviations (1); motivated presentation relevant-evaluations (1); sufficient results (1); Interference mechanisms (1),199f29b0cb4c58017d6b4739557a026f64c189640153b3ae3462834bb7a034c2; 2b20a6f93411528cfa8d20b7c51609ea27b4e1b23bf79f23eb025e7eb204ed72; 21b3978f51e77c28677e67a48b36a678576259350cd2acaa4b7791ec9c71a7dd; aab6e079c78d801a0d0eddf42a822497614d177856135e165e7c158e5b1757d2; fd4555ceb152a80bb9046e8627df698c5093d4d5f519ce1134179e6d8bd8b30d,
485,Lack of clarity and detail in methodology / Insufficient ablation studies,13,Lack of clarity and detail in methodology / Insufficient ablation studies,122,119,111,5.5966386554621845,0.4954954954954955,Lack of clarity and detail in methodology (56); Insufficient ablation studies (3); expanded-evaluation (1); Context-length dependency (1); insufficient-optimization-proof (1); inconsistent-naming (1); incomplete-reporting (1); inconsistent\_claim (1); underperforming model (1); efficientAlgoTheory (1),3781bd3012ee4d17aec6a0c60c5c8c10ad70f6e1f7c54ad787047beb542cbc13; e9cd54f67d29ff0e5647d911a835463b5eb7ba7d067d772d378024fbef0f3356; 76f429e02ad7db9241bd284f8dfda6635b5f3f01c00a092886366d837d0e36f4; d2f0918ac246ad1a8386c6d1ce30228e5f39704e2af04597ebb598b506647d40; 90c69ac0dc9e06858d25d3d5d37480d28fd733ee8207cca888ec55c7f80edc4c,
585,Lack of clarity and detail in methodology / Convergence-theory-SGD-selection,4,Lack of clarity and detail in methodology / transformer-advantages,115,114,96,5.12280701754386,0.3229166666666667,Lack of clarity and detail in methodology (40); Convergence-theory-SGD-selection (3); Neglect of batch normalization impact (2); Clear structure and engaging problem (1); Limited discussion of variance sources (1); Extension of kernel results and new embedding proposal (1); Strong results and logical flow (1); Innovative ideas and strong proof construction (1); Concerns about covariance matrix conditions (1); hypothesis unjustified (1),5f23bb5daf133a67cf835a0af42b27f0197ccaaa8f0a787c3f57e4056b009c36; ee8e41cb503add6b13a2860622b05070a1ddf5a99eb16aa42d5ade8be6795779; e9b43faf88dcf22ab3fca53c91467dff644d94a966068309d489619f76957c8f; d5367f3db023626f6fc3d9a68da511692763824538865957edc09d5fe4cf4857; 20e370b8e304d8c6bbaeb32d9d6dfe9268d58476b509f99a8cad4a55a7f06b46,
308,Lack of clarity and detail in methodology / Innovative graph neural network for PDEs,4,Lack of clarity and detail in methodology / transformer-advantages,111,105,80,5.390476190476191,0.35,"Lack of clarity and detail in methodology (42); Innovative graph neural network for PDEs (2); Innovative neural PDE method with constraint enforcement (1); Lack of clarity and evaluation in SKR performance (1); time windows, coarse time step, experiments (1); weaknesses_in_proofs (1); learnable-FD-references (1); Need for parameterization and interdependence of variables (1); Well-structured, original method with promising results (1); Lack of discussion on Sobolev Training and preconditioning (1)",00811deb84ecb1b54c25f0f2ae625f7d49d6143ebd8c021929d8a82982a6af47; cbb8bddaaddd8a82b177b46a4b1bd6eee868ae606a37358e88026bba4701cf93; 3f0c07b5bcab511c2bc97588b61a732a695edcddc458b048fb2d1c1f9ea7f77d; efae7be8c3f6327c0e2236103ea7db58f31f3aba9d4336e9f7c7425d9edfdb5d; 3634f2f5509ffd4ae7b039dac7f32a76fcd5b468628083bbf616182de792d648,
561,Lack of clarity and detail in methodology / novel automatic method for multitask learning,4,Lack of clarity and detail in methodology / transformer-advantages,107,103,84,5.116504854368932,0.3928571428571428,Lack of clarity and detail in methodology (41); Effective gradient conflict resolution in multi-task learning (2); novel automatic method for multitask learning (2); Innovative multi-task channel assignment framework (1); Advancement in RL theory for multi-task feature sharing (1); Investigation of neural network representations in multi-task learning (1); Systematic experiments with diverse baselines and datasets (1); Easy integration and improved accuracy across multiple datasets (1); Clear motivation and logical solution derivation (1); novel concept and strong experimental support (1),b312bcc3ac40ff32ad53330f68284289055177d39ed7042f72e1cee6b0c31608; 11c4b35233843ed12eb18dab28602dd49ddecbd15571c8066c8bd7bee93e17ee; 705f01188399a00f88088572263a4691d4108059a0bbb811021c0a4c0ab0d171; c4871f109e9f5ab487a88b7ebd405cc4ed8a39b61725ff5202e29f807c392ea4; 98a9e4bb0227eab27a313558089a5d94948af12baf5b107e50502be665f8f63a,
677,Lack of clarity and detail in methodology / Clear design,1,Lack of clarity and detail in methodology / domain-adaptation-insight,105,105,105,4.895238095238096,0.3619047619047619,Lack of clarity and detail in methodology (66); Clear design (2); StrongEmpiricalStudy (1); ImpressiveResultsUnifyingIdeas (1); well-described-method (1); clear-explanation (1); TheoryIntegration (1); Stabilizes diffusion. (1); clear objectives (1); Rigorous implementation (1),51346b8a8b00ccc7cfd31f15feeafcc73619b541a42aa18b0384ffaa2a4bf6e9; f105c428e336c7a136a5650989ee7dcec040c3d8ce2f8e0796b49745b82e0c7f; cbd9622d15437244c2c993e5a0e27277c99c0784b44ea798dfcb62fa7f77b888; 51dc34b1e2ffe6a76fa745d86b67e9313bce8b9dc51c445fa6dd87d2089cbf4d; b1c5d5ae0f3fbd1563acf292ae4dbbdae2a7acdd454ec8ccb9c19f4ccdc96f96,
532,Lack of clarity and detail in methodology / state-of-art-llms,2,Lack of clarity and detail in methodology / state-of-art-llms,105,99,89,5.808080808080808,0.4831460674157303,Lack of clarity and detail in methodology (24); state-of-art-llms (11); Weak argument structure and unsupported claims (1); dynamical systems perspective (1); ErrorAnalysis (1); parameter efficiency (1); pretrainedLLMtransfer (1); LimitedDataTypesModalities (1); SystematicallyStudies LLM-MBRL (1); PracticallyInterestingProblem (one word is allowed in (1),a04862c63fc0e5554b4738602dd7ae2d4028c7bec1f0c70fae775d56bb8fd878; 5eaae7ed77d584f8c3865fcb42f50f582f18da7e72978f15f1d8dffb8ee757fd; 87a648dfacb00d92de7fd8cc90c8932a6a0c08a7efe5af55a895ee59e6d8b8b3; 64d5be42590291d5a19139759b87f6c449899a1a21b117cdc86a247e6abab6a0; 4a9fd9fac26ce7598feab3aa4f6b30611208a52d29b1e5bad0becc100dd0ffd2,
578,Lack of clarity and detail in methodology / Lack of clarity in attack methodology,4,Lack of clarity and detail in methodology / transformer-advantages,104,100,90,5.54,0.3333333333333333,Lack of clarity and detail in methodology (48); Lack of clarity in attack methodology (2); Insufficient practical defenses and clarity (1); Introduction of ScoreAG with clear applications and structure (1); Innovative use of single-pixel attacks; clear writing; insightful observations on adversarial training. (1); Well-motivated problem and justified solution; marginal improvement in robustness (1); Identification of limitations in existing methods and robust evaluation across diverse conditions (1); Effective defense and improved accuracy in VFL (1); Correct proofs and original theoretical contribution (1); Textual errors and evaluation limitations (1),bb9dcd8d1ea698624c70a2156433bcc6666622da0d35008b257ecff937e0f5a0; 9f66c9cf040a626acd5b8dc0f03f3d47fcee565ced56b81ac4336bac424e4144; 32b4d4ed1e153cb71ffb3acfeff7b90289b8587386d0f06b6805ac16a4496981; c0827b7056c3af8b9b832d930feda803fd97aaee6076962c6ee37de3958c4816; dd078b45a0e7ec48a9d86b8a91718d382004cb3f947a24ea7bcc8fb2efe9411c,
320,Lack of clarity and detail in methodology / Effective data augmentation approach,4,Lack of clarity and detail in methodology / transformer-advantages,104,96,77,5.5,0.3636363636363636,Effective data augmentation approach (25); Lack of clarity and detail in methodology (24); Innovative self-paced learning approach (1); Limited testing scope (1); Issues with positive pair selection and augmentation clarity (1); domain-generalizability (1); High computational and storage overhead; lack of comparisons with established optimizers; need for clearer parameter use (1); Inconsistent performance of synthetic strategies (1); Increased training time and missing citations (1); In-depth analysis of augmentation-based sDG methods and introduction of PROF method (1),026c4b6c87e4aad7a7509b656dca75d10705aabf0ea86204a6431f2a60cd8802; 9bf9b4355cf44b2f8a35b2e07908a35b6305efd89f1f2aad4bf1139f14880969; 0ecc298c6dbf37e6e05da97be70264c65f4849d262e21bc2956115370453ec66; 591a5cc68ca11e632777ad8f3d8e207a161763d27b559c337c7d0b4961405608; cf88785963e634a1e985b026560fd3e78c31a6af2ab91dea21e8c25faf1657e4,
280,Lack of clarity and detail in methodology / Innovative video synthesis control,13,Lack of clarity and detail in methodology / Insufficient ablation studies,101,84,54,5.666666666666667,0.5740740740740741,"Lack of clarity and detail in methodology (19); Innovative video synthesis control (9); ThoroughValidation (1); well-rounded approach (1); Limited-novelty-visual-quality (1); original-video-generation-approach (1); Improved accuracy for long sequences (1); Zero-shot capability, Versatile applications (1); multi-modal long-context (1); interesting-comparisons (1)",dabd3cf0d675ebde412612923d57497fe5646def09de1e64d34034a4a58f3c4e; caaf4c7dcfea37e7cfd80de396dbcf7d06deecd79b736dc811357a3a2a1d5153; 1ca19e7857c887de750e57bbcb63aa7ea0ae75cb38c554ec8b3d9ba0f7e092cc; ef6ea4aa2fa8352cb58d0b77ac4b3082f4f34e6b417d5e2ffbc92d27f4dc2233; dfdc7d92af964b14ae67c1c4f2519674431da3c47ade5ee50578d9f34b87f735,
651,Methodology Clarity and Detail,1,Lack of clarity and detail in methodology / domain-adaptation-insight,98,97,95,5.43298969072165,0.3684210526315789,"Lack of clarity and detail in methodology (67); High-quality research with clear questions and compelling experiments (1); ImportantProblemPromisingResults (1); methodical-implementation (1); WellStructured (1); outperforms-others (1); ClearMethodAnalysis (1); structuredclarity (1); novelpracticalclear (novel, practical, and clear) (1); ClearMotivation (1)",bd82148c6dcbb0d393fe8682da8b33369e0d16275fbabd4a18004e2d592a6905; 20f154818cdeb9f417b09d3bb8e4f3143469e0d4c35e4232a8d810ef97019e81; 677f82f70231db0f3cfac6a8e50b66b15eee599f80c8113b0f0341908c7a6892; f1a3457e58a530b1c82883e652a230a789f2c05bad3052d74c4b2071d54f7afa; f98d3e62f5ba06ea949942be8198635d26075fae11ddc562284335cf08feed79,
494,Lack of clarity and detail in methodology / cost-performance ratio,1,Lack of clarity and detail in methodology / domain-adaptation-insight,95,89,78,5.651685393258427,0.5128205128205128,"Lack of clarity and detail in methodology (36); Innovative distributional approach with thorough experiments (1); agent limitations (1); DataLeakageOverlapKGsBenchmarks (1); generalizability-ordering-robustness (1); NovelApproachFrameworkTransparency (1); novel-intersection-designs-adaptive (1); unclear\_results (1); different LMs (1); mathematical rigor, valid issue, good benchmark, (1)",85e73b44848e9da698992cc2b050c5e3f688713422518e15e4eee92b23a8ee41; 6e837b8fdc3e18fdcd9afe972d5eab1c75d2395bd5db340b8f0ab77d7b244b96; 39ad53214ccbec99716e64caab4878be140636e02e908ee8690438115557d6cd; 5d3827759b4c6ce7bfea059c4d8c7889417119a71b718f22e26deb72252a7e40; fb4a0c50da6f48c060956420f22b432d5031161183b0d118848d270644664cb2,
548,Lack of clarity and detail in methodology / NovelEvaluation,4,Lack of clarity and detail in methodology / transformer-advantages,94,84,60,5.607142857142857,0.5833333333333334,"Lack of clarity and detail in methodology (33); NovelEvaluation (2); Innovative compiler optimization using RL and adaptive sampling (1); Contrived setting (1. is redundant as (1); llm-reliance (1); importantproblem,novelapproach (1); unclear‐criteria (1); overfitting-synthetic-data (1); threshold choice (1); superior-results (1)",9c8375f9f893b4dc6d3cc8d13f764f7ca409ccaa669fdfdadf6870a9e30ac43d; 6b6cf118e18088cf8160dae62f02c48d1d6b00b6c239551d9e317dabeb88fd17; fc0f6bd8fdbde5776d58e4fc525945bf6d7fb941e325b2d12621a7edb5546021; f3e0edf331e24bed7e7e3392d7abc81e37e40037da2a2e751e3c95bd6074b599; 04f25a5119801c1261d75bbf61a1ee6988796b81ca903e65d8b3d7928ff2d683,
611,Lack of clarity and detail in methodology / simple and effective model with strong user study support,1,Lack of clarity and detail in methodology / domain-adaptation-insight,93,90,87,5.055555555555555,0.3448275862068966,"Lack of clarity and detail in methodology (51); POOR WRITING-LATENCY OMISSIONS (1); Clear execution and significant results (1); Utility and generalizability of the measure (1); Incomplete research narrative and vague framework (1); Undefined variables and lack of novelty (1); Well-written, important question, innovative scalable optimization, broad applicability, strong experimental results. (1); Lack of clarity and justification in machine learning application (1); empirical_strengths (1); small\_unstable\_wisdm\_results (1)",c745c167219fc71ab27ddf9076d16126b58f2bbcd3dfc97f0c07635dbe007c68; 7da23e2a1e2f075c8f43f68c94aae1d33b017c16702441a448333f69a866becc; b63a9b9bdb005e9fb0c69e0f7b380255452598a06f1b185558f970c9d0839a5d; 74be6f04817caef69105cb6347be824ab5a3dbe0a238e7d04c5ff598642ad8ee; bb512903b456e1f62ed6287568e5bf79050a1c854232b52b0af30023a8ae0f72,
429,"Lack of clarity and detail in methodology / equivariant neural networks, scalability",1,Lack of clarity and detail in methodology / domain-adaptation-insight,92,83,65,5.710843373493976,0.5538461538461539,"Lack of clarity and detail in methodology (28); equivariant neural networks, scalability (3); oversimplification (1); Lack of numerical stability analysis (1); rigorous theoretical results and innovative method with linear complexity (1); Innovative approach to symmetries in RL (1); Arbitrary distance selection and unclear assumptions (1); Effective message-passing scheme and clear organization (1); important problem addressed; clear writing; intuitive method; promising experimental results (1); ComprehensiveOverview (1)",3b78e318f5b72fd840942927b85c2b98872368da19249bdcb53ecbfc7ecd2ce8; 8be06be6f25de533627d9a644254f8cde86db0d7b51624ee1d095bebcb7ad16e; 7805e7063d750d345b185236096771bd0656c2b6ff907f51231648975cc01fc4; cf42e3a26adf85b8365c80ef938366d8d5c08a82076845c5bd00723da54e1001; 073fd1ee0a36d7cf4a9fad0c747d5a2f7cbc02a12433bcd3c8392ecacd39d0ed,
267,Lack of clarity and detail in methodology / Improved forecasting with Transformer architecture,4,Lack of clarity and detail in methodology / transformer-advantages,92,82,64,5.487804878048781,0.328125,Lack of clarity and detail in methodology (31); Improved forecasting with Transformer architecture (2); degradation operators (2); Innovative multivariate forecasting approach with strong empirical results (1); GeneralizabilityConcernsAndScalability (1); Novel method with effective long sequence handling and improved forecasting (1); Lack of comparison to TiDE (1); Limitations in autocorrelation and complexity issues (1); Innovative integration of battery degradation and machine learning (1); Innovative multimodal dataset creation (1),888a875cb47cb343b8cb1caaf24f91b41b85e4ac965df6ae2e8cd215168983cd; 9dc8a7c6e44637f9421992ccf15bdf6b09712abff1906388c5b60ea9f0096535; 23a18229ce9257b9b29b5b7bdcdf10b1f923f1e310e3ab843331e5c5837ca079; 0a6067925384c700db2e9340eb443ddfee656d137715e7f1cf7361fd094bac29; 5b27b758f44ed1297f338e6c59150e13a13f00c8c82596473e23bb6080a02881,
243,Lack of clarity and detail in methodology / engaging topic and approach,4,Lack of clarity and detail in methodology / transformer-advantages,90,80,65,5.325,0.3692307692307692,Lack of clarity and detail in methodology (48); Addresses model bias for fair outcomes (2); engaging topic and approach (2); Limited real-world applicability and minor utility differences (1); Handling of nonbinary attributes and scalability concerns (1); Elegant SmoothMax regularization for group fairness (1); Addresses key fairness issue; clear writing; well-structured contributions; good open source code. (1); Misalignment in covariance definitions and insufficient exploration of term relationships (1); Gaps in protocol length and bounds (1); Misleading framing and limited scope (1),4d9e3e9671dfe744317f7c0e48f6357383ae29f03c04e686ef341c3f2e6bfd2b; 75f9ad8f458e40d446ea1b60c4aacf1fe5c74ff3c1906ded4a6b1b87593c2485; 8b5c16b1a4f771f4b4faa489539a617e218ca985cb10bfd6242d4829fb71859a; 9ffdec493d0a73ee3e7a3c29394b965c27150bf5faa43b4edef8bc9934ba6d3d; 8357da29d0aa1e09a76a7343214da5fff65331d287c1d1fa6981b2ec0ab08549,
565,Lack of clarity and detail in methodology / Innovative self-supervised learning approach,9,Lack of clarity and detail in methodology / Innovative self-supervised learning approach,89,86,70,6.034883720930233,0.5142857142857142,Lack of clarity and detail in methodology (25); classwisebound (2); well-organized proofs (2); Innovative self-supervised learning approach (2); Effective model complexity and double descent insights (1); first application of adversarial domain adaptation for bias in online learning (1); Issues with unbounded losses and assumptions in proofs (1); Integration of diverse ideas and significant advancements in information-theoretic bounds (1); Innovative bounds for index structures (1); Sound GLM analysis and simplicity of algorithm (1),f18e771c7f4923bb8e95635f69d41026be7ee2de5495b098bae6f5b74a378a55; 30f92db9601416dac0593734e9f71c1d6ce8898d6dad66dbdb5a6b36338293e1; d168e055d9871bcc10f0604964c4cca0ea147707709b33bf5f172063f0663ef3; f043523d28b98848973f5872830579a391a4bf7ae0a23291fbbf64d0108d61b1; 578133dbd442433e2766ebfdd046ef154ff8dd4c1f4280c204243347d60eebf7,
